text_id	category	aspect	start	end	sentiment	sent_id	sent
10663	Service	администратора	214	228	positive	4	Вызвал нам администратора, наиприятнейшая девушка, все рассказала, показала, никаких вопросов не возникло ,даже заглянули краем глаза в малый зал (в это время там начинался банкет).
10663	Service	девушка	245	252	positive	4	Вызвал нам администратора, наиприятнейшая девушка, все рассказала, показала, никаких вопросов не возникло ,даже заглянули краем глаза в малый зал (в это время там начинался банкет).
10663	Service	рассказала	258	268	positive	4	Вызвал нам администратора, наиприятнейшая девушка, все рассказала, показала, никаких вопросов не возникло ,даже заглянули краем глаза в малый зал (в это время там начинался банкет).
10663	Service	показала	270	278	positive	4	Вызвал нам администратора, наиприятнейшая девушка, все рассказала, показала, никаких вопросов не возникло ,даже заглянули краем глаза в малый зал (в это время там начинался банкет).
10663	Service	Девушки официантки	451	469	positive	6	Девушки официантки все здороваются и улыбаются, интерьер потрясающий.
10663	Service	здороваются	474	485	positive	6	Девушки официантки все здороваются и улыбаются, интерьер потрясающий.
10663	Interior	интерьер	499	507	positive	6	Девушки официантки все здороваются и улыбаются, интерьер потрясающий.
10663	Food	пообедать	538	547	neutral	7	Решили вернуться пообедать.
10663	Service	встреча	564	571	positive	8	Опять радушная встреча в гардеробе.
10663	Food	попили	641	647	positive	9	Приятный комплимент в холодную погоду, пока ждали заказ попили горячего чая, потрясающе!
10663	Food	чая	657	660	positive	9	Приятный комплимент в холодную погоду, пока ждали заказ попили горячего чая, потрясающе!
10663	Service	Девушка официантка	674	692	positive	10	Девушка официантка (в чеке было написано Луиза) вежливая, обслуживание ненавязчивое, качественное.
10663	Service	обслуживание	732	744	positive	10	Девушка официантка (в чеке было написано Луиза) вежливая, обслуживание ненавязчивое, качественное.
10663	Food	Кухня	773	778	positive	11	Кухня очень хорошая!
10663	Food	Мясо	794	798	positive	12	Мясо из своей коптильни потрясающее, вкуснятина!
10663	Food	Порции	843	849	positive	13	Порции большие.
10663	Whole	ресторана	910	919	positive	15	Сомнений по поводу выбора ресторана на свадьбу не возникло, надеюсь, что в самый важный день нашей жизни мы тоже останемся довольны, на этой неделе идем заказывать :).
10663	Whole	место	1093	1098	positive	16	Всем советую сходить в это замечательное место!
25709	Service	девушки	168	175	positive	5	На входе девушки спросили о наших предпочтениях и проводили на второй этаж.
25709	Whole	заведения	302	311	neutral	6	Предварительно очень подробно рассказав обо всех прелестях данного заведения.
25709	Interior	диваны	347	353	positive	8	Мягкие диваны с россыпью подушек.
25709	Interior	подушек	365	372	positive	8	Мягкие диваны с россыпью подушек.
25709	Interior	музыка	402	408	positive	9	Довольно приятная негромкая музыка и легкий полумрак.
25709	Interior	полумрак	418	426	positive	9	Довольно приятная негромкая музыка и легкий полумрак.
25709	Service	обслуживало	442	453	neutral	10	Почему-то нас обслуживало два официанта.
25709	Service	официанта	458	467	neutral	10	Почему-то нас обслуживало два официанта.
25709	Food	вина	583	587	neutral	12	Он же помог спутнице с выбором вина, а мне с коктейльным напитком, а их тут на любой вкус и цвет, как говориться.
25709	Food	коктейльным напитком	597	617	neutral	12	Он же помог спутнице с выбором вина, а мне с коктейльным напитком, а их тут на любой вкус и цвет, как говориться.
25709	Food	Медальоны из говядины с запеченным картофелем	666	711	positive	13	Медальоны из говядины с запеченным картофелем были прекрасны.
25709	Food	рыбы	763	767	neutral	14	В последнее время совсем отошла от рыбы и радуюсь, когда подают хорошо приготовленное мясо.
25709	Food	приготовленное	799	813	positive	14	В последнее время совсем отошла от рыбы и радуюсь, когда подают хорошо приготовленное мясо.
25709	Food	мясо	814	818	positive	14	В последнее время совсем отошла от рыбы и радуюсь, когда подают хорошо приготовленное мясо.
25709	Service	Заказ принесли	820	834	positive	15	Заказ принесли достаточно быстро.
25709	Service	обслуживании	885	897	positive	16	В зале постоянно находилось на обслуживании человека два, так что на зов являлись в течение минуты.
25709	Whole	ресторане	964	973	positive	17	Провели в ресторане часа два с лишним.
25709	Whole	заведения	1102	1111	positive	18	Проводили с улыбками и предложением приходить еще, но это – дежурное!В целом отличное впечатление от данного заведения.
719	Service	Заказали столик	51	66	neutral	1	Заказали столик за день, как оказалось не зря, народу под вечер было очень много.
719	Food	Пиво хугарден	186	199	positive	3	Пиво хугарден - супер, в фирменных бокалах.
719	Interior	бокалах	221	228	positive	3	Пиво хугарден - супер, в фирменных бокалах.
719	Food	Ели	230	233	positive	4	Ели салаты, стейки, пили водку, пиво, коктейли - все на высшем уровне.
719	Food	салаты	234	240	positive	4	Ели салаты, стейки, пили водку, пиво, коктейли - все на высшем уровне.
719	Food	стейки	242	248	positive	4	Ели салаты, стейки, пили водку, пиво, коктейли - все на высшем уровне.
719	Food	пили	250	254	positive	4	Ели салаты, стейки, пили водку, пиво, коктейли - все на высшем уровне.
719	Food	водку	255	260	positive	4	Ели салаты, стейки, пили водку, пиво, коктейли - все на высшем уровне.
719	Food	пиво	262	266	positive	4	Ели салаты, стейки, пили водку, пиво, коктейли - все на высшем уровне.
719	Food	коктейли	268	276	positive	4	Ели салаты, стейки, пили водку, пиво, коктейли - все на высшем уровне.
719	Food	соленые грибы	323	336	negative	5	Не понравились только соленые грибы.
719	Food	соленые	390	397	negative	6	Ну это наверное дело вкуса - мне показались слишком соленые.
719	Food	Селедка	399	406	positive	7	Селедка и мясная нарезка тоже на высоте.
719	Food	мясная нарезка	409	423	positive	7	Селедка и мясная нарезка тоже на высоте.
719	Service	Официанты	440	449	positive	8	Официанты работали отлично - приносили все быстро, периодические подходили узнать все ли нормально.
719	Whole	заведение	548	557	positive	9	В общем заведение понравилось всей компании.
18780	Food	съесть	38	44	neutral	2	Если Вы хотите съесть большой ролл который даже не сможет поместиться в рот, то Вам сюда.
18780	Food	ролл	53	57	neutral	2	Если Вы хотите съесть большой ролл который даже не сможет поместиться в рот, то Вам сюда.
18780	Food	роллы	128	133	positive	3	Здесь чудесные роллы, а так же есть и большой выбор других блюд европейской кухни.
18780	Food	блюд европейской кухни	172	194	positive	3	Здесь чудесные роллы, а так же есть и большой выбор других блюд европейской кухни.
18780	Food	роллов	202	208	positive	4	Таких роллов как в этом кафе я не встречал больше ни где, езжу сюда специально из другого конца города, но это оправдывает, в целом заведение не плохое примерно год назад без заказа столика мест было не найти и это даже по будним дням, сейчас места практически всегда есть, а летом ещё и помогает веранда.
18780	Whole	кафе	220	224	positive	4	Таких роллов как в этом кафе я не встречал больше ни где, езжу сюда специально из другого конца города, но это оправдывает, в целом заведение не плохое примерно год назад без заказа столика мест было не найти и это даже по будним дням, сейчас места практически всегда есть, а летом ещё и помогает веранда.
18780	Whole	заведение	328	337	positive	4	Таких роллов как в этом кафе я не встречал больше ни где, езжу сюда специально из другого конца города, но это оправдывает, в целом заведение не плохое примерно год назад без заказа столика мест было не найти и это даже по будним дням, сейчас места практически всегда есть, а летом ещё и помогает веранда.
18780	Service	заказа столика	371	385	neutral	4	Таких роллов как в этом кафе я не встречал больше ни где, езжу сюда специально из другого конца города, но это оправдывает, в целом заведение не плохое примерно год назад без заказа столика мест было не найти и это даже по будним дням, сейчас места практически всегда есть, а летом ещё и помогает веранда.
18780	Interior	веранда	493	500	positive	4	Таких роллов как в этом кафе я не встречал больше ни где, езжу сюда специально из другого конца города, но это оправдывает, в целом заведение не плохое примерно год назад без заказа столика мест было не найти и это даже по будним дням, сейчас места практически всегда есть, а летом ещё и помогает веранда.
18780	Price	По ценам	502	510	neutral	5	По ценам могу сказать так если поесть и роллы и ещё какое-нибудь блюдо,десерт, холодные напитки то получиться 1450-1750р с человека, но столько еды не каждый может съесть поэтому оринтироваться на большой аппетит, а так может и 750 р.
18780	Food	поесть	533	539	neutral	5	По ценам могу сказать так если поесть и роллы и ещё какое-нибудь блюдо,десерт, холодные напитки то получиться 1450-1750р с человека, но столько еды не каждый может съесть поэтому оринтироваться на большой аппетит, а так может и 750 р.
18780	Food	роллы	542	547	neutral	5	По ценам могу сказать так если поесть и роллы и ещё какое-нибудь блюдо,десерт, холодные напитки то получиться 1450-1750р с человека, но столько еды не каждый может съесть поэтому оринтироваться на большой аппетит, а так может и 750 р.
18780	Food	блюдо	567	572	neutral	5	По ценам могу сказать так если поесть и роллы и ещё какое-нибудь блюдо,десерт, холодные напитки то получиться 1450-1750р с человека, но столько еды не каждый может съесть поэтому оринтироваться на большой аппетит, а так может и 750 р.
18780	Food	десерт	573	579	neutral	5	По ценам могу сказать так если поесть и роллы и ещё какое-нибудь блюдо,десерт, холодные напитки то получиться 1450-1750р с человека, но столько еды не каждый может съесть поэтому оринтироваться на большой аппетит, а так может и 750 р.
18780	Food	холодные напитки	581	597	neutral	5	По ценам могу сказать так если поесть и роллы и ещё какое-нибудь блюдо,десерт, холодные напитки то получиться 1450-1750р с человека, но столько еды не каждый может съесть поэтому оринтироваться на большой аппетит, а так может и 750 р.
18780	Price	1450-1750р с человека	612	633	neutral	5	По ценам могу сказать так если поесть и роллы и ещё какое-нибудь блюдо,десерт, холодные напитки то получиться 1450-1750р с человека, но столько еды не каждый может съесть поэтому оринтироваться на большой аппетит, а так может и 750 р.
18780	Food	еды	646	649	neutral	5	По ценам могу сказать так если поесть и роллы и ещё какое-нибудь блюдо,десерт, холодные напитки то получиться 1450-1750р с человека, но столько еды не каждый может съесть поэтому оринтироваться на большой аппетит, а так может и 750 р.
18780	Food	съесть	666	672	neutral	5	По ценам могу сказать так если поесть и роллы и ещё какое-нибудь блюдо,десерт, холодные напитки то получиться 1450-1750р с человека, но столько еды не каждый может съесть поэтому оринтироваться на большой аппетит, а так может и 750 р.
18780	Whole	место	765	770	positive	7	Посещаю это место уже в течении двух лет качество еды и обслуживания не меняется а постоянство признак професссионализма.
18780	Food	еды	803	806	positive	7	Посещаю это место уже в течении двух лет качество еды и обслуживания не меняется а постоянство признак професссионализма.
18780	Service	обслуживания	809	821	positive	7	Посещаю это место уже в течении двух лет качество еды и обслуживания не меняется а постоянство признак професссионализма.
13225	Whole	паб	9	12	positive	0	Отличный паб!!!!!!
13225	Interior	интерьер	73	81	positive	2	Отличный интерьер!
13225	Food	пиво	97	101	positive	3	Очень вкусное пиво и большой его выбор, кухня тоже отличная, все заказанные блюда, были очень вкусны, а основное, почему я выбрала этот паб, потому что в тот день играла живая музыка, и мы были приятно удивлены, отличный получился концертик!
13225	Food	кухня	123	128	positive	3	Очень вкусное пиво и большой его выбор, кухня тоже отличная, все заказанные блюда, были очень вкусны, а основное, почему я выбрала этот паб, потому что в тот день играла живая музыка, и мы были приятно удивлены, отличный получился концертик!
13225	Food	блюда	159	164	positive	3	Очень вкусное пиво и большой его выбор, кухня тоже отличная, все заказанные блюда, были очень вкусны, а основное, почему я выбрала этот паб, потому что в тот день играла живая музыка, и мы были приятно удивлены, отличный получился концертик!
13225	Whole	паб	219	222	positive	3	Очень вкусное пиво и большой его выбор, кухня тоже отличная, все заказанные блюда, были очень вкусны, а основное, почему я выбрала этот паб, потому что в тот день играла живая музыка, и мы были приятно удивлены, отличный получился концертик!
13225	Interior	атмосфера	334	343	positive	4	Отличная атмосфера заведения, обязательно будем посещать его ещё!!!
13225	Whole	заведения	344	353	positive	4	Отличная атмосфера заведения, обязательно будем посещать его ещё!!!
37516	Whole	ресторане	51	60	neutral	0	Здравствуйте, Я отмечала свой день рожденья в этом ресторане.
37516	Service	забронировали стол	112	130	neutral	2	Мы заранее забронировали стол.
37516	Whole	ресторан	166	174	neutral	3	В назначенное нами время пришли в ресторан где нас встретил администратор, очень милая девушка, проводила к столику, где уже было все подготовлено к банкету.
37516	Service	встретил	183	191	positive	3	В назначенное нами время пришли в ресторан где нас встретил администратор, очень милая девушка, проводила к столику, где уже было все подготовлено к банкету.
37516	Service	администратор	192	205	neutral	3	В назначенное нами время пришли в ресторан где нас встретил администратор, очень милая девушка, проводила к столику, где уже было все подготовлено к банкету.
37516	Service	девушка	219	226	positive	3	В назначенное нами время пришли в ресторан где нас встретил администратор, очень милая девушка, проводила к столику, где уже было все подготовлено к банкету.
37516	Whole	провели время	306	319	positive	4	Мы замечательно провели время.
37516	Food	еда	329	332	positive	5	Вкусная еда, любезное обслуживание, приятная музыка, праздничная обстановка.
37516	Service	обслуживание	343	355	positive	5	Вкусная еда, любезное обслуживание, приятная музыка, праздничная обстановка.
37516	Interior	музыка	366	372	positive	5	Вкусная еда, любезное обслуживание, приятная музыка, праздничная обстановка.
37516	Interior	обстановка	386	396	positive	5	Вкусная еда, любезное обслуживание, приятная музыка, праздничная обстановка.
30744	Service	заказывали заранее	75	93	neutral	1	Очень много народу, но столиком проблем не было - заказывали заранее.
30744	Service	заказ приносили	101	116	negative	2	А вот заказ приносили достаточно долго - но на улице с пивом никуда не спешишь :) Гриль нам понравился, пиво тоже.
30744	Food	пивом	150	155	neutral	2	А вот заказ приносили достаточно долго - но на улице с пивом никуда не спешишь :) Гриль нам понравился, пиво тоже.
30744	Food	Гриль	177	182	positive	2	А вот заказ приносили достаточно долго - но на улице с пивом никуда не спешишь :) Гриль нам понравился, пиво тоже.
30744	Food	пиво	199	203	positive	2	А вот заказ приносили достаточно долго - но на улице с пивом никуда не спешишь :) Гриль нам понравился, пиво тоже.
30744	Food	вина	226	230	negative	3	Маленький выбор вина, нет классичсеских сортов пива.
30744	Food	пива	257	261	negative	3	Маленький выбор вина, нет классичсеских сортов пива.
30744	Service	сервиса	311	318	positive	6	От сервиса, от кухни и от атмосферы.
30744	Food	кухни	323	328	positive	6	От сервиса, от кухни и от атмосферы.
30744	Interior	атмосферы	334	343	positive	6	От сервиса, от кухни и от атмосферы.
30744	Interior	музыка	381	387	positive	7	Вокруг люди улыбчивые, всем весело, музыка приятная.
37473	Whole	заведения	43	52	neutral	1	Зашел посмотреть телефон заведения, чтобы заказать столик, но решил написать и отзыв )))
37473	Service	заказать столик	60	75	neutral	1	Зашел посмотреть телефон заведения, чтобы заказать столик, но решил написать и отзыв )))
37473	Whole	ресторан	239	247	neutral	4	Последний раз посещали ресторан в субботу 26 числа.
37473	Food	пили	360	364	negative	6	Мы, мужчины, пили пиво, наши женщины пили красное вино, довольно неплохое.
37473	Food	пиво	365	369	neutral	6	Мы, мужчины, пили пиво, наши женщины пили красное вино, довольно неплохое.
37473	Food	пили	384	388	neutral	6	Мы, мужчины, пили пиво, наши женщины пили красное вино, довольно неплохое.
37473	Food	красное вино	389	401	positive	6	Мы, мужчины, пили пиво, наши женщины пили красное вино, довольно неплохое.
37473	Food	роллы	426	431	neutral	7	Ели роллы (традиционную филадельфию и острые запеченные), друзья брали супы, сказали, что вкусные.
37473	Food	филадельфию	446	457	neutral	7	Ели роллы (традиционную филадельфию и острые запеченные), друзья брали супы, сказали, что вкусные.
37473	Food	острые	460	466	neutral	7	Ели роллы (традиционную филадельфию и острые запеченные), друзья брали супы, сказали, что вкусные.
37473	Food	запеченные	467	477	neutral	7	Ели роллы (традиционную филадельфию и острые запеченные), друзья брали супы, сказали, что вкусные.
37473	Food	супы	493	497	positive	7	Ели роллы (традиционную филадельфию и острые запеченные), друзья брали супы, сказали, что вкусные.
37473	Food	горячее	524	531	neutral	8	На горячее я брал перечный стейк (люблю его очень).
37473	Food	перечный стейк	539	553	positive	8	На горячее я брал перечный стейк (люблю его очень).
37473	Interior	живой музыки	729	741	positive	11	Надеюсь, в эти выходные посидим подольше и дождемся живой музыки.
37473	Whole	место	767	772	positive	12	В целом очень достойное место, особенно за такие деньги.
37473	Price	деньги	792	798	positive	12	В целом очень достойное место, особенно за такие деньги.
34232	Interior	диванчики	144	153	positive	2	Есть и удобные диванчики и круглый стол для большой компании.
34232	Service	Официант-бармен	191	206	positive	3	Официант-бармен - изюминка этого заведения))
34232	Whole	заведения	224	233	positive	3	Официант-бармен - изюминка этого заведения))
34232	Service	Заказ приняли	236	249	positive	4	Заказ приняли быстро, принесли тоже.
34232	Service	принесли	258	266	positive	4	Заказ приняли быстро, принесли тоже.
34232	Food	Лимонад	273	280	neutral	5	Лимонад, потом салат, потом стейк, потом кофе.
34232	Food	салат	288	293	neutral	5	Лимонад, потом салат, потом стейк, потом кофе.
34232	Food	стейк	301	306	neutral	5	Лимонад, потом салат, потом стейк, потом кофе.
34232	Food	кофе	314	318	neutral	5	Лимонад, потом салат, потом стейк, потом кофе.
34232	Food	Еда	378	381	positive	7	Еда вкусная, замечаний нет.
34232	Food	Стейк	406	411	positive	8	Стейк был именно стейком, а не куском жаренного мяса.
34232	Food	стейком	423	430	positive	8	Стейк был именно стейком, а не куском жаренного мяса.
34232	Food	куском жаренного мяса	437	458	negative	8	Стейк был именно стейком, а не куском жаренного мяса.
34232	Interior	приборы	468	475	positive	9	Хорошие приборы, новая посуда, позитивный интерьер.
34232	Interior	посуда	483	489	positive	9	Хорошие приборы, новая посуда, позитивный интерьер.
34232	Interior	интерьер	502	510	positive	9	Хорошие приборы, новая посуда, позитивный интерьер.
34232	Price	Чек	543	546	positive	11	Чек был на 860 руб. имхо это даже дешево!
34232	Food	Кофе	585	589	positive	12	Кофе был в подарок!
34232	Whole	заведение	629	638	positive	13	Давненько я не покидала заведение такой довольной.
22975	Whole	ресторан	24	32	neutral	0	Недавно посетила данный ресторан,я согласна со многими,что основной зал тесноват,но понравилась,что есть детская комната,гда с ребенком сидела няня пока мы ужинали,плюс то что для детей есть бесплатное детское меню.
22975	Interior	основной зал	59	71	negative	0	Недавно посетила данный ресторан,я согласна со многими,что основной зал тесноват,но понравилась,что есть детская комната,гда с ребенком сидела няня пока мы ужинали,плюс то что для детей есть бесплатное детское меню.
22975	Service	няня	143	147	positive	0	Недавно посетила данный ресторан,я согласна со многими,что основной зал тесноват,но понравилась,что есть детская комната,гда с ребенком сидела няня пока мы ужинали,плюс то что для детей есть бесплатное детское меню.
22975	Food	ужинали	156	163	positive	0	Недавно посетила данный ресторан,я согласна со многими,что основной зал тесноват,но понравилась,что есть детская комната,гда с ребенком сидела няня пока мы ужинали,плюс то что для детей есть бесплатное детское меню.
22975	Food	детское меню	202	214	positive	0	Недавно посетила данный ресторан,я согласна со многими,что основной зал тесноват,но понравилась,что есть детская комната,гда с ребенком сидела няня пока мы ужинали,плюс то что для детей есть бесплатное детское меню.
22975	Interior	музыка	219	225	both	1	Да музыка играла громко,но при этом понравилось,что это национальная и живая музыка.
22975	Service	Обслуживал	301	311	positive	2	Обслуживал очень приятный молодой человек,постоянно улыбающийся и посоветовавший нам хорошие блюда.
22975	Service	молодой человек	327	342	positive	2	Обслуживал очень приятный молодой человек,постоянно улыбающийся и посоветовавший нам хорошие блюда.
22975	Food	блюда	394	399	positive	2	Обслуживал очень приятный молодой человек,постоянно улыбающийся и посоветовавший нам хорошие блюда.
22975	Food	Кухня	401	406	positive	3	Кухня действительно похожа на греческую(в Греции бываю почти каждое лето).
22975	Food	шашлык	484	490	positive	4	Вкусный шашлык и прекрасный выбор салатов, довольно большой выбор алкоголя.
22975	Food	выбор салатов	504	517	positive	4	Вкусный шашлык и прекрасный выбор салатов, довольно большой выбор алкоголя.
22975	Food	выбор алкоголя	536	550	positive	4	Вкусный шашлык и прекрасный выбор салатов, довольно большой выбор алкоголя.
22975	Price	цена	557	561	positive	5	Плюс цена довольна не высокая для центра города.
22015	Whole	заведение	12	21	negative	0	Впечатление заведение оставило не самые лучшие!!а жаль.....
22015	Whole	место	65	70	negative	1	новое место в центре города!!Во-первых гостей никто не встречает и не провожает к столу,не говоря уже о том,что зал для курящих или не курящих предложен вообще не был!!Подруга заказала бизнес-ланч,а меню я так и не увидела,так как его просто не принесли!!!Заказ был принят ужасно,вслед уходящему официанту мы договаривали свой заказ!!!я заказала чай,но даже его принесли без жасмина!!)))хлеб не был предложен,в принципе вообще ничего предложено не было!!!с таким обслуживанием у заведения вряд ли появятся постоянные гости!!дальше..хуже...
22015	Interior	зал для курящих	171	186	neutral	1	новое место в центре города!!Во-первых гостей никто не встречает и не провожает к столу,не говоря уже о том,что зал для курящих или не курящих предложен вообще не был!!Подруга заказала бизнес-ланч,а меню я так и не увидела,так как его просто не принесли!!!Заказ был принят ужасно,вслед уходящему официанту мы договаривали свой заказ!!!я заказала чай,но даже его принесли без жасмина!!)))хлеб не был предложен,в принципе вообще ничего предложено не было!!!с таким обслуживанием у заведения вряд ли появятся постоянные гости!!дальше..хуже...
22015	Food	бизнес-ланч	244	255	neutral	1	новое место в центре города!!Во-первых гостей никто не встречает и не провожает к столу,не говоря уже о том,что зал для курящих или не курящих предложен вообще не был!!Подруга заказала бизнес-ланч,а меню я так и не увидела,так как его просто не принесли!!!Заказ был принят ужасно,вслед уходящему официанту мы договаривали свой заказ!!!я заказала чай,но даже его принесли без жасмина!!)))хлеб не был предложен,в принципе вообще ничего предложено не было!!!с таким обслуживанием у заведения вряд ли появятся постоянные гости!!дальше..хуже...
22015	Service	Заказ был принят	315	331	negative	1	новое место в центре города!!Во-первых гостей никто не встречает и не провожает к столу,не говоря уже о том,что зал для курящих или не курящих предложен вообще не был!!Подруга заказала бизнес-ланч,а меню я так и не увидела,так как его просто не принесли!!!Заказ был принят ужасно,вслед уходящему официанту мы договаривали свой заказ!!!я заказала чай,но даже его принесли без жасмина!!)))хлеб не был предложен,в принципе вообще ничего предложено не было!!!с таким обслуживанием у заведения вряд ли появятся постоянные гости!!дальше..хуже...
22015	Service	официанту	355	364	negative	1	новое место в центре города!!Во-первых гостей никто не встречает и не провожает к столу,не говоря уже о том,что зал для курящих или не курящих предложен вообще не был!!Подруга заказала бизнес-ланч,а меню я так и не увидела,так как его просто не принесли!!!Заказ был принят ужасно,вслед уходящему официанту мы договаривали свой заказ!!!я заказала чай,но даже его принесли без жасмина!!)))хлеб не был предложен,в принципе вообще ничего предложено не было!!!с таким обслуживанием у заведения вряд ли появятся постоянные гости!!дальше..хуже...
22015	Food	чай	405	408	negative	1	новое место в центре города!!Во-первых гостей никто не встречает и не провожает к столу,не говоря уже о том,что зал для курящих или не курящих предложен вообще не был!!Подруга заказала бизнес-ланч,а меню я так и не увидела,так как его просто не принесли!!!Заказ был принят ужасно,вслед уходящему официанту мы договаривали свой заказ!!!я заказала чай,но даже его принесли без жасмина!!)))хлеб не был предложен,в принципе вообще ничего предложено не было!!!с таким обслуживанием у заведения вряд ли появятся постоянные гости!!дальше..хуже...
22015	Food	хлеб	446	450	neutral	1	новое место в центре города!!Во-первых гостей никто не встречает и не провожает к столу,не говоря уже о том,что зал для курящих или не курящих предложен вообще не был!!Подруга заказала бизнес-ланч,а меню я так и не увидела,так как его просто не принесли!!!Заказ был принят ужасно,вслед уходящему официанту мы договаривали свой заказ!!!я заказала чай,но даже его принесли без жасмина!!)))хлеб не был предложен,в принципе вообще ничего предложено не было!!!с таким обслуживанием у заведения вряд ли появятся постоянные гости!!дальше..хуже...
22015	Service	обслуживанием	522	535	negative	1	новое место в центре города!!Во-первых гостей никто не встречает и не провожает к столу,не говоря уже о том,что зал для курящих или не курящих предложен вообще не был!!Подруга заказала бизнес-ланч,а меню я так и не увидела,так как его просто не принесли!!!Заказ был принят ужасно,вслед уходящему официанту мы договаривали свой заказ!!!я заказала чай,но даже его принесли без жасмина!!)))хлеб не был предложен,в принципе вообще ничего предложено не было!!!с таким обслуживанием у заведения вряд ли появятся постоянные гости!!дальше..хуже...
22015	Whole	заведения	538	547	negative	1	новое место в центре города!!Во-первых гостей никто не встречает и не провожает к столу,не говоря уже о том,что зал для курящих или не курящих предложен вообще не был!!Подруга заказала бизнес-ланч,а меню я так и не увидела,так как его просто не принесли!!!Заказ был принят ужасно,вслед уходящему официанту мы договаривали свой заказ!!!я заказала чай,но даже его принесли без жасмина!!)))хлеб не был предложен,в принципе вообще ничего предложено не было!!!с таким обслуживанием у заведения вряд ли появятся постоянные гости!!дальше..хуже...
22015	Food	кушали	628	634	neutral	2	счёт нам вынесли,когда мы еще кушали,и даже не просили его,видно в этом заведении не любят ,когда гости задерживаются,сложилось впечатление,что нам определённо пора!!!=)))
22015	Whole	заведении	670	679	negative	2	счёт нам вынесли,когда мы еще кушали,и даже не просили его,видно в этом заведении не любят ,когда гости задерживаются,сложилось впечатление,что нам определённо пора!!!=)))
