text_id	sent_id	sent	start	end
9036	13	Друзьям спасибо, что рекомендовали, ни сколько не пожалела.	1208	1267
9036	14	Все супер!!!	1268	1280
9076	0	Я ожидала лучшего!	0	18
9076	1	Была там первый раз с подругой.	19	50
9076	2	Столик был заказан по телефону, но мы не были предупреждены, что он окажется в центре зала рядом со стойкой, где все время бегали официанты.	51	191
9076	3	Мы очень долго ждали шампанское, спустя минут 10 после заказа к нам подошли и сказали, что его нужно охладить или выбрать другое.	192	321
9076	4	Мы оставили это же, и пришлось ждать еще минут 20.	322	372
9076	5	Официант!	373	382
9076	6	Это отдельная история!	383	405
9076	7	Как мне показалось он довольно опытный, но то как он разливал шампанское меня повергло в шок!	406	499
9076	8	Ну очень не аккуратно и даже капли попали мне на телефон.	500	557
9076	9	По поводу блюд ничего плохого сказать не могу, действительно все очень вкусно и красиво (очень понравился цезарь с креветками, пожалуй, лучший который я ела.	558	715
9076	10	Произвел впечатление вишневый пирог с фисташковым кремом, для любителей миндаля, то что нужно).	716	811
9076	11	Единственный человек из персонала, который действительно понравился так это гардеробщик: вежливый и с приятным расположением духа.	812	942
9076	12	Когда мы уходили, он нам вслед успел крикнуть много приятных доброжелательных слов, а вот администратор даже не соизволила просто попрощаться.	943	1085
9216	0	Вы брали этот ресторан так как он близко от дома и подходит для свадебного банкета большой просторный зал с кондеями.	0	117
9216	1	Интерьер хороший но обслуживание ужсное .При ходили в ресторан не сколько раз все обговаривали несколько раз .Но вышло все равно не так банкет у нас должен быть в 17 30.фуршет в 17 00 к нему претензий нет.когда мы приехали нас встретили родители и в зал мы зашли в 18 00.И я очень удивилась на столах только хлеб ,напитки и холодные нарезки и все .гости сели все хотят есть а не чего нет я несколько раз подзывала офицанта спросить где салаты.готовят услышала я и это я слышала где то пол часа.	117	611
9216	2	Я подходила к директору а он только руками разводит .Но мои гости не будут сыты от это го.	611	701
9216	3	Вообщем не хотелось ругаться в такой день.но все что обещали ни чего не выполнили порции у жасно маленькие.хотя заказывали на 35 банкет пришло меньше и еды не хватило.пришлось до заказывать благо кухня работала.	701	912
9216	4	Работал один офицант и админестратор в черном коротеньком платье и это на свадьбе.остался торт даже не предложили его собрать в контенера.	912	1050
9216	5	Ни когда не посоветую друзьям туда ходить.	1050	1092
9216	6	НУ и не кому не советую.	1092	1116
9230	0	Зашли с молодым человеком как-то в субботу вечером, опасаясь, что мест не будет - ведь мы не зарезервировали столик заранее.	0	124
9230	1	Наши опасения оказались напрасны, места были...	125	172
9230	2	А если точнее, мы вошли в абсолютно пустое помещение - симпатичное, полутемное, с приятным декором, но подозрительно безлюдное.	173	300
9230	3	Выбрав понравившийся столик мы присели и тут же появилась официантка, которая принесла меню и ответила на мои вопросы о завозе устриц.	301	435
9230	4	Сразу же отмечу обслуживание - придраться не к чему, все четко и ненавязчиво; единственное, горячее долго не несли, но это уже мелочи.	436	570
9230	5	Итак, мы взяли устриц.	571	593
9230	6	Я - свежих, мой спутник - запеченых.	594	630
9230	7	Не могу сказать, что это лучшие устрицы в моей жизни, но в целом, весьма неплохие.	631	713
9230	8	В качестве горячего ела филе норвежского лосося с овощами и креветками - чудесное блюдо.	714	802
9230	9	Мой спутник, решив больше не экспериментировать, взял, кажется, пасту) Позжже захотелось еще чая с десертами, но - увы!	803	922
9230	10	- десертов не оказалось вовсе...	923	955
9230	11	За исключением клубничного супа и мороженого.	956	1001
9230	12	В общем, все весьма достойно.	1002	1031
9230	13	Не скажу, что буду посещать это заведение часто, но скорее всего, однажды зайду туда еще раз.	1032	1125
9289	0	Всем привет!	0	12
9289	1	Были в ресторане 1 мая 2011 года, зашли случайно,на первый взгляд показалось, что там будет дорого, но администратор показал нам меню, и мы остались и абсолютно не пожалели))))))))	13	193
9289	2	"Обстановка очень уютная и спокойная, играет отличнейшее радио (вроде бы ""Для нее и для него"",наверное это питерская радиостанция), приятнейшая музыка,все известные песни,короче классно)))"	194	381
9289	3	Разнообразие блюд из мяса очень порадовало, а цены на них тем более.	382	450
9289	4	Заказали утку по-пекински, она подается в 3 подхода, все очень вкусно и приличные порции,а когда нам в конце еще и суп принесли.....................	451	599
9289	5	короче наелись))))	600	618
9289	6	Пиво и эль очень вкусное, обслуживание прекрасное, девушки все милые и администратор классный)))	619	715
9289	7	Все расскажут как и что есть, объяснят что за соус, во общем ответили на все наши вопросы)))	716	808
9289	8	Народу мало,поэтому очень тихо!	809	840
9289	9	Радио негромкое,поэтому все идеально)))	841	880
9289	10	Интерьер замечательный, все аккуратно, чистенько, уютно, милый фантанчик в середине зала!!!!!!!	881	976
9289	11	Нам понравилось, что мы 2 мая 2011 года пошли опять туда же, администратор нас узнала))))	977	1066
9289	12	Жаль что на следующий день мы уже уезжали из Питера, а то бы мы еще бы пришли))))))))))))))	1067	1158
9289	13	Спасибо , все было превосходно))))))))))))	1159	1201
9662	0	"Были вчера компанией 6 человек в ""Суп-вино""."	0	44
9662	1	Столик бронировали заранее, что, думаю, всегда стоит делать в таким небольших ресторанах.	45	134
9662	2	Хочется сказать, что мы остались очень довольны.	135	183
9662	3	Интерьер приятный, абсолютно ненавязчивый, уютный, высокие столики удобны, музыка тихая, не мешает общаться.	184	292
9662	4	Меню интересное, всё очень вкусно, приемлемо по цене, готовится очень быстро!!!	293	372
9662	5	Много комментариев про плохое обслуживание, но они все старые, а вот нас обслуживал очень приятный молодой человек , вежливый и с чувством юмора.	373	518
9662	6	Блюда менялись незаметно, напитки принесли сразу же после заказа.	519	584
9662	7	Мы отлично провели время, с удовольствием придём еще!!!	585	640
9721	0	Были вчера с подругой в этом ресторане.	0	39
9721	1	Ходим туда уже не первый раз.	40	69
9721	2	И первое, что поражает при входе в ресторан - замечательный очень необычный интерьер, ничего подобного в ресторанах нашего города я не встречала.	70	215
9721	3	Следующее на что обращаешь внимание, попав в ресторан, - это очень дружелюбный персонал.	216	304
9721	4	Официанты всегда улыбчивы и готовы помочь в выборе блюд.	305	361
9721	5	Теперь о главном - о еде.	362	387
9721	6	Я уже успела попробовать многое из меню.	388	428
9721	7	И всегда всё очень нравится.	429	457
9721	8	Например, вчера я заказывала крем-суп из лосося и равиолли с грибами.	458	527
9721	9	Порции очень большие, всё вкусно.	528	561
9721	10	В ресторане Roll & Roll я всегда с уверенностью заказываю новые блюда, потому что я ни разу не разочаровалась в своём выборе.	562	687
9721	11	В ресторане представлен большой выбор алкоголя по разумным ценам: много сортов разливного пива и обширная винная карта.	688	807
9721	12	А также можно попробовать очень вкусные коктейли, приготовленные барменом.	808	882
9721	13	Ресторан Roll & Roll стал не только любимым в этом районе, но и ,пожалуй, во всем городе.	883	972
9776	0	Послушав отзывы от друзей мы с женой зашли в этот ресторан,интерьер прямо скажу,весьма приятный и шеф-повар тут же,хорошая фишка для ресторана))))вежливые и учтивые официанты,в общем сервис на уровне,но к такому уровню и цены соответствующие,скажу без утайки,без алкоголя лишь на еду мы оставили без малого почти 8.5тыс.	0	320
9776	1	,честно говоря удовольствие не из дешевых,хотя шарм в ресторане большой.	320	392
9776	2	в принципе все понравилось,особенно каракатица,за то осьминог был жесткий,жевать его было тяжеловато,я вообще очень люблю блюда из осьминога,но к сожалению мало мест,где его готовят нежным,последний раз,если я не ошибаюсь я ел вкусного осьминога только в итальянском ресторане Делфим Бар, но вернемся к Франческо,место действительно шикарное,все отлично,один минус,цены кусаются,а в остальном 10баллов)))	393	797
9870	0	Семейное торжество отмечали в Амадеусе 30 мая .	0	47
9870	1	Наконец нашли подходящее время, чтобы оставить свой отзыв и выразить благодарность этому прекрасному ресторану!	48	159
9870	2	Очень красивый и уютный каминный зал, прекрасный декор и интерьер!	160	226
9870	3	Именно каминный зал мы выбрали для проведения своего праздника.	227	290
9870	4	Хочется присоединиться ко всем положительным отзывам в адрес всего персонала ресторана.	290	377
9870	5	Приятно было работать с администратором Сергеем, хочется выразить отдельную благодарность его стараниям и усилиям в организации и непосредственно проведении торжества.	378	545
9870	6	Все наши пожелания и замечания были учтены Сергеем вплоть до мелочей.	546	615
9870	7	Очень дружелюбный и внимательный коллектив официантов, все было во время и, кстати, от подачи блюд до элементарной чистоты на столах.	616	749
9870	8	Было приятно общаться со всем персоналом- вежливые, улыбчивые и дружелюбные.	750	826
9870	9	Понравилась и кухня -очень красивая сервировка и подача блюд, да и вкус блюд оставил самые положительные впечатления, было вкусно и относительно не дорого.	827	982
9870	10	Вобщем, мы остались очень и очень довольны, БОЛЬШОЕ Вам спасибо!!!	983	1049
9870	11	P.S. Ну просто не могу промолчать о еще одном приятном моменте- в день торжества в ресторане был оставлен пакет с подарком,& который в итоге совсем никуда и не потерялся!	1050	1220
9870	12	На следующее же день администратор Сергей связался с нами и порадовал нас хорошей новостью!	1221	1312
9878	0	Пришли в данное заведение 4 июня 2014 года покушать шашлык...	0	61
9878	1	Заказали из говядины и свинины.	62	93
9878	2	"Сидели ждали заказ минут 30, потом к нам подошел человек ""на кочерге"" и сказал, что он очень извиняется и что шашлык скоро принесут...через минут 10 нам принесли холодное мясо ( причем что мы взяли 2 разных)..."	94	304
9878	3	Когда мы сказали, что шашлык холодный перед нами снова извинился все тот же мужчина и предложил его подогреть... на вкус он был просто отстой (мой муж половину просто не съел, хотя обычно есть все, что не приколочено)...	304	524
9878	4	Это единственное заведение, в котором мы не оставили на чай за последние 5 лет!	525	604
9878	5	Никому не посоветую еду из данного заведения.	605	650
9878	6	Хотя счет нам принесли за минуту.	651	684
10099	0	Были в Дитае на прошлой неделе с подругой.	0	42
10099	1	Зашли случайно, обе в китайских ресторанах не бывали, решили попробовать, что это такое.	43	131
10099	2	Что заказывать не знали, положились на вкус официантки.	132	187
10099	3	Совершенно не разочаровались!	188	217
10099	4	Подруге принесли судака, мне - свинину по-пекински.	218	269
10099	5	Еда вкусная, необычная.	270	293
10099	6	Интересно будет зайти и попробовать что-нибудь еще) По поводу интерьера: место спокойное, шумных компаний нет (не было, по крайней мере, в момент нашего посещения), очень приятная и уютная атмосфера, все в лучших традициях.	294	517
10099	7	Остались очень довольны данным заведением.	518	560
10625	0	Субботним вечером зашли компанией в кафе Dolce Italy, попить кофе с пирожными.	0	78
10625	1	Было без пятнадцати девять, а кафе, как оказалось, закрывается ровно в девять вечера.	79	164
10625	2	Нам любезно предложили разместиться в ресторане, а пирожные пообещали принести туда.	165	249
10625	3	Так и произошло наше знакомство с рестораном Italy.	250	301
10625	4	Народу было много, полный зал.	302	332
10625	5	Для нас смогли найти только столик для курящих, но это сильно не помешало, так как вентиляция справляется.	333	439
10625	6	То что мы заказывали, нам понравилось.	440	478
10625	7	Интерьер спокойный, сделано со вкусом, но без особых изысков.	479	540
10625	8	На мой взгляд, больше подходит для компании, чем для того, чтобы прийти вдвоём.	541	620
10625	9	Что касается сервиса, то официантка в начале про нас забыла, пришлось окримнуть, чтоб сделать заказа.	621	722
10625	10	Но в остальном всё вежливо и предупредительно.	723	769
10625	11	К салату цезарь нужен был соус без анчоусов.	770	814
10625	12	Вначале повар сказал, что они могут предложить лишь майонез, что соус готовится утром одинаковый для всех.	815	921
10625	13	Минут через десять прибежал снова и обещал сделать всё в лучшем виде..	922	992
10625	14	В общем, зайдём в это место снова.	993	1027
10625	15	Обязательно попробуем больше итальянских блюд.	1028	1074
10625	16	Давно уже хотим с женой найти для себя хороший итальянский ресторан.	1075	1143
10625	17	Вдруг Italy окажется именно им?	1144	1175
10625	18	:)	1176	1178
10645	0	Заезжали поужинать с подругой пару недель назад.	0	48
10645	1	Столик не заказывали.	49	70
10645	2	Про сервис ничего негативного не скажешь- быстро подходят, все улябаются, подходят спрашивают, всё ли нравится.	71	182
10645	3	Приятно.	183	191
10645	4	Интерьер на любителя, но мило и удобно.	192	231
10645	5	Еда хорошая.	232	244
10645	6	Вкусно, не так дорого.	245	267
10645	7	Подача плова- оригинальная, но... Мне лично это не понравилось, хотя идея конечно не плохая.	268	360
10645	8	Девушкам явно нравится.	361	384
10645	9	Я лично ожидал чуть боьше блюд из мяса в таком ресторане на мангале.	385	453
10645	10	С другой стороны по одному шашлыку есть из каждого вида мяса, в принципе хватает, но хочется чего то необычное увидеть..	454	574
10663	0	Первое посещение Дачи было в рамках поиска ресторана для проведения свадебного банкета.	0	87
10663	1	Прямо с порога радушное отношение.	88	122
10663	2	Очень вежливый и приятный мужчина из гардероба.	123	170
10663	3	Улыбка, настроение улучшается!.	171	202
10663	4	Вызвал нам администратора, наиприятнейшая девушка, все рассказала, показала, никаких вопросов не возникло ,даже заглянули краем глаза в малый зал (в это время там начинался банкет).	203	384
10663	5	Оставили координаты, в этот же вечер было получено на почту меню.	385	450
10663	6	Девушки официантки все здороваются и улыбаются, интерьер потрясающий.	451	520
10663	7	Решили вернуться пообедать.	521	548
10663	8	Опять радушная встреча в гардеробе.	549	584
10663	9	Приятный комплимент в холодную погоду, пока ждали заказ попили горячего чая, потрясающе!	585	673
10663	10	Девушка официантка (в чеке было написано Луиза) вежливая, обслуживание ненавязчивое, качественное.	674	772
10663	11	Кухня очень хорошая!	773	793
10663	12	Мясо из своей коптильни потрясающее, вкуснятина!	794	842
10663	13	Порции большие.	843	858
10663	14	Остались очень довольны!	859	883
10663	15	Сомнений по поводу выбора ресторана на свадьбу не возникло, надеюсь, что в самый важный день нашей жизни мы тоже останемся довольны, на этой неделе идем заказывать :).	884	1051
10663	16	Всем советую сходить в это замечательное место!	1052	1099
10798	0	Были сегодня с молодым человеком впервые.	0	41
10798	1	Могу сказать одно - нашли место, куда действительно стоит зайти каждому и приятно провести время в тихой, уютной обстановке.	42	166
10798	2	Правда, очень мило, романтично свечи в воде на каждом столике, удобные кресла, приглушенный свет, музыка, аромат даже..все как надо.	167	299
10798	3	Японская кухня - на 5+..	300	324
10798	4	от запченных роллов сложно было оторваться) Европейская кухня не отстает..)все по высшему разрду.	324	421
10798	5	за достаточно низкие цены очень вкусно.и сервис..	422	471
10798	6	приятные девушки, очень быстро принесли заказ, все здорово.	471	530
10798	7	коктели и алкоголь видно что не разбавленные и тоже на 5+.	531	589
10798	8	в общем вывод один - еще и еще туда будм приходить и не раз!	590	650
10798	9	советую.	651	659
10825	0	Побывали впервые в День всех влюбленных в этом ресторане,уж очень понравился видео ролик этого ресторана и мы решили сходить.	0	125
10825	1	Интерьер на высоком уровне,при входе нас встретил молодой человек и предложил выбрать понравившийся нам столик и предупредил нас, что горячее придется немного дольше подождать т.к. в ресторане было не мало народу,но нас это не смутило,поскольку мы заранее были предупреждены,а это не мало важно.	126	421
10825	2	Качество кухни было без замечаний,обслуживание было достаточно внимательное на наш взгляд,но было немного видно,что некая суета присутствовала.	422	565
10825	3	В целом,мы остались под хорошим впечатлением о проведенном вечере.спасибо	566	639
10942	0	Недавно отмечали в Санам день рождения.	0	39
10942	1	Безумно понравилось.	40	60
10942	2	Гости в восторге.	61	78
10942	3	Прекрасный интерьер, хорошее обслуживание, быстро, ненавязчиво.	79	142
10942	4	Кухня понравилась.	143	161
10942	5	Есть и восточные блюда, и европейские, и японские.	162	212
10942	6	Так как в нашей компании у всех разные вкусы это очень порадовало, каждый нашел для себя подходящее блюдо.	213	319
10942	7	Большие порции, все очень вкусно.	320	353
10942	8	Очень понравился кальян.	354	378
10942	9	Так же большой выбор коктейлей, некоторые очень неплохие.	379	436
10942	10	Особенно понравились оргазм и клубничная маргарита.	437	488
10942	11	В целом все остались довольны, все советую!	489	532
10985	0	Решили недалеко от дома сходить в китайский ресторанчик, самым близким оказался Жен-Жен.	0	88
10985	1	На первый взгляд с улицы были видны китайские аттрибуты.	89	145
10985	2	Внутри на первом этаже танцпол, гудела европейская попса, нас попросили пройти на второй этаж.	146	240
10985	3	"Была приятно удивлена ""китайским интерьером"" - диванчики как в бистро, скатерти на столах по типу а-ля столовая, европейские светильники/люстры, в общем в плане интерьера китайского никакого абсолютно!"	241	442
10985	4	Заведение неуютное.	443	462
10985	5	Ну так как ехать в другое место уже не было сил, решили заказать все-такие еду.	463	542
10985	6	Меню не порадовало - отпечатанные листки, не особо понятен состав блюд и вес, о картинках даже речи не было.	543	651
10985	7	Ну ладно - с китайской кухней знакомы - заказали говядину, свинину, рис, пару закусок, порции оказались большими, еда - вкусной, принесли все горячее.	652	802
10985	8	Конечно посуда и сервировка стола могли бы быть и получше.	803	861
10985	9	По поводу сервиса - официантка не здоровалась, не успели сесть - пришла за заказом,правда блюда вынесли быстро, но счет пришлось ждать....	862	1000
10985	10	при том, что кроме нас было занято всего 2 столика еще.	1000	1055
10985	11	в общем покушать было вкусно, но второй раз идти не хочется - люблю все же чтоб присутствоавал китайский антураж в подобных местах.	1056	1187
11027	0	"Недавно от знакомых узнала про ресторан ""Мамалыга""."	0	51
11027	1	В воскресенье вечером находясь рядом решила посетить .	51	105
11027	2	Заходим в ресторан, где нас встречает доброжелательная, красивая девушка.	106	179
11027	3	Она провожает к столу, указывает где можно оставить верхнюю одежду(Гардероба в заведении нет, зато есть напольные вешалки) .через	180	309
11027	4	несколько минут к нам подошел официант с меню .	310	357
11027	5	Интерьер мне очень понравился!	358	388
11027	6	Весьма необычное и интересное дизайнерское решение.	389	440
11027	7	Все детали продуманы до мелочей и вместе создают замечательную атмосферу тепла и комфорта.	441	531
11027	8	Меню хорошо смотреться и легко читается, а также присутствует специальное предложение.	532	618
11027	9	Приятно удивили цены.	619	640
11027	10	С сервисом полный порядок.	641	667
11027	11	Официанты Меню знают, работают слажено, внимательны к гостям.	668	729
11027	12	Улыбаются, что всегда приятно.	730	760
11027	13	одним словом обслуживание 10баллов придраться не к чему не смотря на большое количество гостей .	761	857
11027	14	Готовят долго, но не критично.(может быть из за того что в заведении было очень много гостей)	858	951
11027	15	Готовят очень вкусно , особенно шашлыки и наполеон .(спасибо большое поварам ) А еще отличный кавказский базар.	952	1063
11027	16	Перед уходом не удержалась, купила фрукты (очень вкусные).	1064	1122
11027	17	Благодаря вкусной еде и приятной атмосфере мы остались очень довольны и прекрасно провели вечер!	1123	1219
11027	18	Спасибо огромное за чудесный ресторан.	1220	1258
11027	19	Теперь буду частенько посещать ваше заведение!!!!	1259	1308
11058	0	Случайный отзыв.	0	16
11058	1	Случайный, потому что были единственный раз.	16	60
11058	2	Зашли не большой компанией 5 февраля, вечером.	61	107
11058	3	Встречают, провожают всем составом.	108	143
11058	4	Улыбаются, предлагают попробовать все, что есть в меню.	143	198
11058	5	Ты уже съел один десерт, ну и что, возьми еще один.	199	250
11058	6	Доброжелательны до предела.	251	278
11058	7	Рассказывают по составу блюд, советуют, одним словом : приятны в общении.	279	352
11058	8	Приносят,уносят, сервируют, не придерешься, и это почти при полной заполненности зала.	353	439
11058	9	Из небольших недостатков стоит отметить , долго ждали блюда, но обслуживающая нас официантка, сгладила все углы.	440	552
11058	10	Как итог вечер удался, спасибо Поленте.	553	592
11267	0	Давно не была в таком ужасном месте.	0	36
11267	1	Обслуживание просто ни в какие рамки не лезет, офицантки просто не обращают на тебя никакого внимания, а если уж все-таки удастся кого-нибудь поймать, то на тебя смотрят с таким выражением лица..	37	232
11267	2	"""ах, вам еще и принести что-то надо...""."	233	273
11267	3	По-поводу самой еды - ни одно блюдо восхищения не вызвало.	274	332
11267	4	В силу обстоятельств, была в этом ресторанчике не один раз, но как-то с каждым разом убеждаюсь в совем первом впечатлении.	333	455
11267	5	Однажды при заказе супа из меню официантка сказала, что следует заказать другой, так как этот скис (!!!).	456	561
11267	6	Интерьер - очень темный, не каждому тоже будет по вкусу.	562	618
11267	7	В общем, не советую ходить в это место.	619	658
11267	8	На той же улице есть довольно много заведений лучшего качества.	659	722
11355	0	Здравствуйте!!!	0	15
11355	1	Посетили вчера Твинс с подругой, в целом все очень понравилось!!	16	80
11355	2	Официант (кажется Евгений) был просто замечательный: встретил, посадил, сразу же подал меню, поиинтересовался принести ли напитки, потом понравилась ли еда и вообще весь вечер появлялся как только это было нужно!!	81	294
11355	3	Про кухню плохого сказать не могу, но самая обычная!	295	347
11355	4	Мы заказали 2 Америка маки, чукка салат и клубничный чай в чайнике.	348	415
11355	5	Америка- на вкус неплохо, но мало рыбы, чукка салат-хорошо, чай- не понравился!!	416	496
11355	6	Вечером остались довольны, можно в следующий раз зайти перед клубом попробовать коктейли!!))	497	589
11388	0	Несколько раз посещали с друзьями данный ресторан!	0	50
11388	1	В общем очень даже неплохо!	51	78
11388	2	Интерьер милый, всего в меру!	79	108
11388	3	Кухня понравилась!	109	127
11388	4	Последний раз были 21 января, отлично посидели!	128	175
11388	5	Была небольшая компания 5 человек.	176	210
11388	6	Очень понравился музыкальный коллектив, хорошая музыка!	211	266
11388	7	По обслуживанию претензий нет, хорошо встретили, проводили за столик (забронировали заранее в VIP зоне, стоимость 400 руб.).	267	391
11388	8	Официанты не заставляли себя долго ждать, очень все вежливо и обходительно!	392	467
11388	9	Вполне прилично место!	468	490
11421	0	Была в этом ресторане только однажды, но с удовольствием схожу еще раз.	0	71
11421	1	Ужинали с сестрой на 2 этаже.	72	101
11421	2	Отличное обслуживание, все приносили-уносили быстро и вежливо.	102	164
11421	3	Очень понравился выбор в меню, долго не могли решить что заказать из-за большого разнообразия блюд.	165	264
11421	4	Все было очень вкусно, к кухне нет никаких нареканий.	265	318
11421	5	Ближе к концу нашего ужина пришли музыканты.	319	363
11421	6	Очень понравилась их музыка.	364	392
11421	7	Красиво, но ненавязчиво.	393	417
11421	8	в общем, ресторан отличный.	418	445
11421	9	С удовольствием схожу еще не один раз!	446	484
11532	0	Мороз и солнце - день чудесный!	0	31
11532	1	Захотелось пообедать в ресторане с видом на финский.	32	84
11532	2	Поехали в Море!	85	100
11532	3	Ну про 100 р при въезде и плохую дорогу мы знаем...	101	152
11532	4	это терпимо.	152	164
11532	5	Интерьер очень понравился, места много: никто никому не мешает, большой аквариум с красивыми рыбками улыбнул, народу почти не было, официанты приветливые.	165	319
11532	6	Окна в пол - вид на залив просто волшебный!!	320	364
11532	7	Цены отвечают этому заведению.	365	395
11532	8	Кофе, чай с мятой - вкусно.	396	423
11532	9	Кушали цезарь с тунцом (очень вкусный тунец), суп-пюре картофельный (после которого в качестве, видимо, комплимента подали ягодный сорбет) и пасту с морепродуктами - все очень вкусно.	424	607
11532	10	Заказала на десерт мороженое - осталась очень довольна!!!	608	665
11532	11	Такого вкусного мороженого давно не ела!!	666	707
11532	12	Обслуживают быстро.	708	727
11532	13	Минусов не заметила.	728	748
11532	14	Когда принесли счет, были очень приятно удивлены: оказывается, по выходным счет на 50% дешевле с 13 до 17 вечера, а мы уж было подумали, что официанты ошиблись в нашу пользу))	749	924
11532	15	Хлебная корзинка понравилась, и, кстати, она бесплатная.	925	981
11532	16	В общем и вдвоем романтик и веселой компанией посидеть там вполне приятно.	982	1056
11532	17	Ждем лета, чтобы приехать на террасу.	1057	1094
11770	0	Была пару раз в пабе, очень понравилось.	0	40
11770	1	Вкусное пиво, сырные палочки.	41	70
11770	2	Хорошее обслуживание.	71	92
11770	3	Дважды были с мужем и в ресторане.	93	127
11770	4	Отмечали его день рождения.	128	155
11770	5	Муж - испанец, в ресторан просто влюбился.	156	198
11770	6	Оценивает его на пять баллов.	199	228
11770	7	Для меня же минус был в том, что сами блюда слишком специфические.	229	295
11770	8	С добавлением ягод или фрукта и слишком много специй в мясе, поэтому его, к сожалению, лично мне было трудно доесть.	296	412
11770	9	Доедал муж.	413	424
11770	10	А жаль.	425	432
11770	11	Потому что про мясо, то есть стейк хочу отдельно сказать.	433	490
11770	12	Мы с мужем нигде не пробовали такого здорово сделанного стейка.	491	554
11770	13	Сочный, мягкий и режется как масло.	555	590
11770	14	Уровень приготовления европейский.	591	625
11770	15	При том, что мой муж предпочитает мясо полусырое, как ему его и подали, а я хорошос деланное.	626	719
11770	16	Когда пришли второй раз муж по этому поводу немного беспокоился, не поменяли ли повара?	720	807
11770	17	Но когда убедился, что стейк сделан также здорово, остался доволен.	808	875
11770	18	Я же очень полюбила блюдо тартар с сырой рыбой и сырым яйцом.	876	937
11770	19	Официанты вежливы и предупредительны, обстановкая красивая.	938	997
11770	20	В общем, ресторан высокого уровня.	998	1032
11825	0	После прогулки решили с подругой зайти-перекусить, в этом ресторане была последний раз давно-года 4 назад, помню, что самую вкусную пиццу на тонком тесте ела я именно в Da Albertone, но с тех пор не получалось навестить это итальянское место, очень рада, что они до сих пор существуют, да и развились.	0	301
11825	1	В общем и в целом впечатления сложились довольно приятные.	302	360
11825	2	При входе нас сразу же встретил официант и гардеробщик, вежливо раздели-проводили.	361	443
11825	3	Зал выбрали, тот что в японском стиле.	444	482
11825	4	Заказали пасту Карбонару и ролл Филадельфияи.	483	528
11825	5	А на десерт решили взять конечно же Тирамису.	529	574
